,property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
10513,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.450169,-49.285343",89,"$182,550.08 "
10514,house,|Brasil|Paraná|Curitiba|Atuba|,South,"-25.383406,-49.21476",208,"$227,797.54 "
10515,house,|Brasil|Paraná|Curitiba|Xaxim|,South,"-25.512947,-49.261333",136,"$123,572.36 "
10516,apartment,|Brasil|Paraná|Curitiba|,South,"-25.435829,-49.300003",156,"$425,303.00 "
10517,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.4815369,-49.2952577",75,"$112,650.56 "
10518,apartment,|Brasil|Paraná|Londrina|,South,"-23.3323613,-51.1755079",131,"$233,571.11 "
10519,apartment,|Brasil|Paraná|Curitiba|Rebouças|,South,"-25.446156,-49.266403",60,"$77,330.97 "
10520,house,|Brasil|Paraná|Curitiba|Bairro Alto|,South,"-25.412855,-49.210678",171,"$175,372.90 "
10521,house,|Brasil|Paraná|Curitiba|Bacacheri|,South,,250,"$215,315.48 "
10522,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.443817,-49.282566",115,"$190,351.36 "
10523,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",127,"$184,110.34 "
10524,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.451187,-49.277805",175,"$215,315.48 "
10525,apartment,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.3989273,-49.2417919",216,"$343,256.56 "
10526,apartment,|Brasil|Paraná|Curitiba|Fazendinha|,South,"-25.4799963,-49.3242093",95,"$102,976.97 "
10527,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.429785,-49.261333",96,"$138,880.12 "
10528,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.433802,-49.289169",76,"$187,803.80 "
10529,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.392202,-49.255001",105,"$243,400.11 "
10530,house,|Brasil|Paraná|Curitiba|Pilarzinho|,South,"-25.394342,-49.272766",204,"$224,677.02 "
10531,house,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.471279,-49.191696",81,"$81,133.37 "
10532,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.4758502,-49.2233798",83,"$112,338.51 "
10533,house,|Brasil|Paraná|Curitiba|Jardim das Américas|,South,"-25.466106,-49.225273",225,"$224,677.02 "
10534,house,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.454536,-49.220367",130,"$112,338.51 "
10535,house,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.444784,-49.222073",73,"$84,253.88 "
10536,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.429785,-49.261333",200,"$109,217.99 "
10537,house,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.456861,-49.210678",96,"$96,735.94 "
10538,house,|Brasil|Paraná|Curitiba|São Lourenço|,South,"-25.3895794,-49.2657092",193,"$196,592.39 "
10539,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.54619,-49.309498",160,"$152,905.19 "
10540,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.486399,-49.225872",147,"$140,423.14 "
10541,apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",93,"$83,600.76 "
10542,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",160,"$165,387.25 "
10543,apartment,|Brasil|Paraná|Curitiba|Alto da Rua XV|,South,"-25.4276329,-49.2506805",160,"$196,592.39 "
10544,apartment,|Brasil|Paraná|Curitiba|Alto da Rua XV|,South,"-25.4276329,-49.2506805",172,"$223,116.76 "
10545,house,|Brasil|Paraná|Curitiba|Pilarzinho|,South,"-25.395086,-49.291653",214,"$196,800.40 "
10546,apartment,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.465714,-49.205372",124,"$81,133.37 "
10547,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.486399,-49.225872",103,"$106,097.48 "
10548,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.4782424,-49.2177254",106,"$136,490.60 "
10549,apartment,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.473375,-49.227139",69,"$84,253.88 "
10550,house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.473375,-49.227139",157,"$141,251.90 "
10551,apartment,|Brasil|Paraná|Curitiba|Guabirotuba|,South,"-25.474955,-49.229534",104,"$102,664.91 "
10552,house,|Brasil|Paraná|Curitiba|Sítio Cercado|,South,"-25.5440594,-49.2868678",97,"$99,856.45 "
10553,house,|Brasil|Paraná|Curitiba|Jardim das Américas|,South,"-25.473475,-49.234734",180,"$185,670.59 "
10554,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.47382,-49.291691",78,"$155,401.61 "
10555,apartment,|Brasil|Paraná|Curitiba|,South,"-25.441841,-49.353359",66,"$93,303.37 "
10556,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.43383,-49.298374",138,"$218,123.94 "
10557,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.447817,-49.288582",188,"$424,077.88 "
10558,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.448837,-49.291473",118,"$215,315.48 "
10559,house,|Brasil|Paraná|Curitiba|Santa Felicidade|,South,"-25.38426,-49.329002",65,"$78,012.85 "
10560,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.551804,-49.195789",77,"$81,133.37 "
10561,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.469488,-49.306961",62,"$98,296.19 "
10562,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.4240932,-49.2626009",116,"$168,507.77 "
10563,apartment,|Brasil|Paraná|Curitiba|Jardim Botânico|,South,"-25.442579,-49.2410668",76,"$168,507.77 "
10564,apartment,|Brasil|Paraná|Curitiba|Rebouças|,South,"-25.444462,-49.2613339",91,"$217,811.89 "
10565,house,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.395536,-49.220623",163,"$141,563.03 "
10566,house,|Brasil|Paraná|Matinhos|,South,"-25.766428,-48.538731",81,"$94,690.99 "
10567,apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.436501,-49.241051",113,"$191,349.93 "
10568,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.46534,-49.283031",69,"$98,296.19 "
10569,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.443838,-49.282368",137,"$187,230.85 "
10570,apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.439463,-49.235928",76,"$107,096.04 "
10571,apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.437098,-49.327251",90,"$190,975.47 "
10572,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.503553,-49.291748",59,"$92,991.32 "
10573,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.47777,-49.292011",117,"$108,281.84 "
10574,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.461208,-49.296818",84,"$135,742.37 "
10575,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.47382,-49.291691",77,"$108,281.84 "
10576,apartment,|Brasil|Paraná|Curitiba|Lindóia|,South,"-25.479198,-49.280987",77,"$108,281.84 "
10577,house,|Brasil|Paraná|Curitiba|Xaxim|,South,,136,"$123,572.36 "
10578,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.435829,-49.300003",112,"$171,628.28 "
10579,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.46534,-49.283031",104,"$145,103.91 "
10580,apartment,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.540903,-54.576485",149,"$140,423.14 "
10581,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$77,962.24 "
10582,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",63,"$88,062.62 "
10583,house,|Brasil|Paraná|Curitiba|Centro Cívico|,South,"-25.4071249,-49.2686968",238,"$269,924.48 "
10584,apartment,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.3723175,-49.2284034",64,"$85,814.14 "
10585,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,,112,"$171,628.28 "
10586,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.445921,-49.283775",114,"$345,377.58 "
10587,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.445921,-49.283775",108,"$365,371.65 "
10588,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.450815,-49.300938",74,"$151,383.63 "
10589,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.42001,-49.248196",135,"$288,335.51 "
10590,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",62,"$99,544.40 "
10591,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.392202,-49.255001",109,"$193,471.88 "
10592,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.392202,-49.255001",187,"$355,738.62 "
10593,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.469488,-49.306961",75,"$134,182.11 "
10594,house,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.374834,-49.213257",192,"$277,725.76 "
10595,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.443985,-49.282738",252,"$411,907.88 "
10596,house,|Brasil|Paraná|Curitiba|Atuba|,South,"-25.3930194,-49.2044663",120,"$90,494.91 "
10597,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.414742,-49.262508",116,"$282,406.54 "
10598,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.42,-49.261333",168,"$475,566.37 "
10599,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",117,"$372,589.40 "
10600,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",120,"$229,357.79 "
10601,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.456684,-49.294376",193,"$482,119.45 "
10602,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.452122,-49.282143",132,"$427,822.50 "
10603,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",189,"$386,319.66 "
10604,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",120,"$265,243.71 "
10605,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",169,"$401,610.18 "
10606,apartment,|Brasil|Paraná|Curitiba|Portão|,South,,128,"$249,017.03 "
10607,apartment,|Brasil|Paraná|Curitiba|,South,"-25.44689,-49.327251",125,"$288,959.62 "
10608,apartment,|Brasil|Paraná|Curitiba|,South,,179,"$390,064.28 "
10609,apartment,|Brasil|Paraná|Curitiba|,South,"-25.44689,-49.327251",185,"$374,461.71 "
10610,apartment,|Brasil|Paraná|Curitiba|,South,"-25.44689,-49.327251",163,"$327,653.99 "
10611,apartment,|Brasil|Paraná|Curitiba|,South,"-25.44689,-49.327251",159,"$308,618.86 "
10612,house,|Brasil|Paraná|Curitiba|Atuba|,South,"-25.3855425,-49.2071485",181,"$128,840.78 "
10613,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",180,"$349,162.01 "
10614,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.416811,-49.261932",77,"$224,677.02 "
10615,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.480867,-49.298374",83,"$140,423.14 "
10616,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.460461,-49.283965",91,"$111,097.00 "
10617,apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.457811,-49.294605",87,"$180,989.82 "
10618,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",60,"$112,338.51 "
10619,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",80,"$162,266.74 "
10620,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",80,"$155,175.99 "
10621,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",119,"$243,400.11 "
10622,apartment,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.39972,-49.24167",112,"$140,423.14 "
10623,house,|Brasil|Paraná|Matinhos|,South,,81,"$94,690.99 "
10624,apartment,|Brasil|Paraná|Curitiba|Rebouças|,South,"-25.446156,-49.266403",60,"$77,330.97 "
10625,house,|Brasil|Paraná|Curitiba|Boa Vista|,South,,120,"$89,956.44 "
10626,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.449141,-49.292271",95,"$118,363.73 "
10627,apartment,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.374197,-49.215405",69,"$94,690.99 "
10628,apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.437384,-49.236317",79,"$88,378.25 "
10629,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.446005,-49.283737",86,"$164,131.05 "
10630,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.452608,-49.297081",102,"$173,600.15 "
10631,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.392202,-49.255001",124,"$298,276.62 "
10632,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.429785,-49.261333",130,"$104,160.09 "
10633,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.433126,-49.293205",97,"$110,472.82 "
10634,house,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.395536,-49.220623",163,"$141,563.03 "
10635,apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,,57,"$88,378.25 "
10636,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.451187,-49.277805",96,"$135,723.75 "
10637,apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.476196,-49.311024",67,"$96,735.94 "
10638,house,|Brasil|Paraná|Curitiba|Portão|,South,"-25.478176,-49.308067",119,"$127,941.08 "
10639,apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.437098,-49.327251",65,"$108,894.64 "
10640,apartment,|Brasil|Paraná|Curitiba|Cidade Industrial|,South,"-25.505442,-49.312035",62,"$78,909.15 "
10641,apartment,|Brasil|Paraná|Curitiba|Cidade Industrial|,South,"-25.505442,-49.312035",62,"$82,065.52 "
10642,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.435572,-49.26767",96,"$119,941.92 "
10643,house,|Brasil|Paraná|Curitiba|Santa Felicidade|,South,"-25.415827,-49.322178",209,"$182,911.43 "
10644,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.385572,-49.246132",62,"$112,338.51 "
10645,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.437986,-49.276573",60,"$98,478.63 "
10646,house,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.450768,-49.294487",244,"$378,763.96 "
10647,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.435572,-49.26767",118,"$85,221.89 "
10648,house,|Brasil|Paraná|Curitiba|Vista Alegre|,South,"-25.404255,-49.291794",134,"$146,664.17 "
10649,house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.541976,-54.5569417",129,"$134,182.11 "
10650,house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.4929341,-54.5379411",173,"$93,615.42 "
10651,house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5205106,-54.5403412",161,"$87,374.39 "
10652,house,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.381844,-49.245892",234,"$246,520.62 "
10653,apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.434233,-49.239506",65,"$93,303.37 "
10654,house,|Brasil|Paraná|Curitiba|Jardim das Américas|,South,"-25.473475,-49.234734",170,"$202,521.37 "
10655,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.429785,-49.261333",152,"$265,243.71 "
10656,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",76,"$127,316.98 "
10657,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",73,"$109,217.99 "
10658,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",67,"$102,040.81 "
10659,house,|Brasil|Paraná|Curitiba|Vista Alegre|,South,"-25.41285706,-49.29233932",180,"$186,225.61 "
10660,house,|Brasil|Paraná|Foz do Iguaçu|,South,,163,"$140,423.14 "
10661,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",127,"$234,038.56 "
10662,apartment,|Brasil|Paraná|Curitiba|Lindóia|,South,"-25.478897,-49.276539",68,"$91,534.62 "
10663,apartment,|Brasil|Paraná|Curitiba|Portão|,South,,80,"$157,818.31 "
10664,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.437986,-49.276573",89,"$102,581.90 "
10665,apartment,|Brasil|Paraná|Curitiba|Centro Cívico|,South,"-25.419147,-49.265495",53,"$85,221.89 "
10666,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",108,"$134,145.57 "
10667,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",115,"$136,986.30 "
10668,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",76,"$99,425.54 "
10669,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$79,856.06 "
10670,apartment,|Brasil|Paraná|São José dos Pinhais|,South,,59,"$79,224.79 "
10671,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$78,909.15 "
10672,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",68,"$87,115.71 "
10673,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$84,590.61 "
10674,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.418262,-49.26218",59,"$110,472.82 "
10675,apartment,|Brasil|Paraná|Curitiba|Tingui|,South,"-25.394987,-49.215744",78,"$97,847.35 "
10676,apartment,|Brasil|Paraná|Curitiba|Ahú|,South,"-25.405325,-49.261333",160,"$299,854.80 "
10677,house,|Brasil|Paraná|Curitiba|Barreirinha|,South,"-25.369902,-49.265476",95,"$124,045.19 "
10678,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.405325,-49.261333",64,"$140,423.14 "
10679,apartment,|Brasil|Paraná|Curitiba|Pinheirinho|,South,"-25.503553,-49.291748",70,"$88,934.65 "
10680,house,|Brasil|Paraná|São José dos Pinhais|Afonso Pena|,South,"-25.515116,-49.180309",130,"$106,097.48 "
10681,house,|Brasil|Paraná|São José dos Pinhais|São Cristóvão|,South,"-25.525843,-49.198959",92,"$121,700.05 "
10682,apartment,|Brasil|Paraná|Curitiba|Centro Cívico|,South,"-25.419147,-49.265495",53,"$82,065.52 "
10683,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",108,"$132,621.85 "
10684,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",115,"$136,986.30 "
10685,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",76,"$98,296.19 "
10686,apartment,|Brasil|Paraná|São José dos Pinhais|,South,,59,"$78,949.01 "
10687,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$78,324.90 "
10688,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$78,012.85 "
10689,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",68,"$86,126.19 "
10690,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$83,629.78 "
10691,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",59,"$77,076.70 "
10692,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.542696,-49.201069",63,"$87,062.34 "
10693,apartment,|Brasil|Paraná|Curitiba|Rebouças|,South,"-25.446156,-49.266403",103,"$274,605.25 "
10694,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.418262,-49.26218",59,"$109,217.99 "
10695,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.43918,-49.288307",242,"$483,679.71 "
10696,apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",67,"$91,534.62 "
10697,house,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",80,"$118,579.54 "
10698,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,,68,"$125,939.01 "
10699,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.385572,-49.246132",59,"$109,217.99 "
10700,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.429785,-49.261333",205,"$274,603.87 "
10701,house,|Brasil|Paraná|Curitiba|Pilarzinho|,South,"-25.378073,-49.278187",105,"$156,240.13 "
10702,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",119,"$236,727.47 "
10703,apartment,|Brasil|Paraná|Curitiba|Atuba|,South,,59,"$91,534.62 "
10704,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.418262,-49.26218",125,"$205,163.81 "
10705,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.435572,-49.26767",69,"$142,036.48 "
10706,house,|Brasil|Paraná|Curitiba|Tingui|,South,"-25.383627,-49.225559",154,"$163,815.41 "
10707,apartment,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.473375,-49.227139",73,"$110,472.82 "
10708,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",77,"$88,934.65 "
10709,apartment,|Brasil|Paraná|Curitiba|Cidade Industrial|,South,"-25.440594,-49.348724",85,"$123,098.28 "
10710,apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.437098,-49.327251",134,"$293,542.07 "
10711,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.448837,-49.291473",163,"$135,408.11 "
10712,apartment,|Brasil|Paraná|Curitiba|Centro Cívico|,South,"-25.417414,-49.269444",101,"$110,472.82 "
10713,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.428337,-49.253796",120,"$234,038.56 "
10714,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.428337,-49.253796",120,"$234,038.56 "
10715,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.401939,-49.251198",134,"$257,442.42 "
10716,apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,"-25.401939,-49.251198",134,"$277,725.76 "
10717,apartment,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5466082,-54.5529754",108,"$140,423.14 "
10718,apartment,|Brasil|Paraná|Curitiba|,South,"-25.44689,-49.327251",174,"$383,511.20 "
10719,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.429785,-49.261333",61,"$91,534.62 "
10720,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.451206,-49.283775",178,"$280,916.60 "
10721,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",148,"$258,822.04 "
10722,apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.416811,-49.261932",118,"$183,069.25 "
10723,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",92,"$149,784.68 "
10724,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",91,"$163,826.99 "
10725,apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",89,"$162,266.74 "
10726,house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.4939628,-54.5372625",184,"$246,520.62 "
10727,house,|Brasil|Paraná|Curitiba|Bairro Alto|,South,"-25.407366,-49.204838",142,"$112,338.51 "
10728,apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.385572,-49.246132",70,"$119,626.28 "
10729,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.43232,-49.278015",190,"$305,810.39 "
10730,house,|Brasil|Paraná|Curitiba|Atuba|,South,"-25.383406,-49.21476",200,"$202,833.42 "
10731,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.450169,-49.285343",97,"$252,509.31 "
10732,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",108,"$148,349.22 "
10733,apartment,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.454988,-49.322178",64,"$101,003.72 "
10734,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.436291,-49.301155",85,"$195,694.71 "
10735,apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.450169,-49.285343",119,"$173,600.15 "
10736,apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.433802,-49.289169",194,"$202,833.42 "
10737,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.398558,-49.241066",106,"$213,755.22 "
10738,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.398558,-49.241066",125,"$254,321.91 "
10739,apartment,|Brasil|Paraná|Curitiba|,South,"-25.4427221,-49.346123",182,"$430,630.96 "
10740,apartment,|Brasil|Paraná|Curitiba|,South,"-25.4427221,-49.346123",190,"$447,793.79 "
10741,apartment,|Brasil|Paraná|Curitiba|Centro Cívico|,South,"-25.413214,-49.271294",114,"$121,075.95 "
10742,house,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.377298,-49.236",220,"$212,194.96 "
10743,apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.431011,-49.274124",89,"$82,065.52 "
10744,apartment,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.54619,-49.309498",65,"$91,534.62 "
10745,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.446005,-49.283737",86,"$173,600.15 "
10746,apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",228,"$314,058.45 "
10747,apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.443838,-49.282368",124,"$180,989.82 "
10748,apartment,|Brasil|Paraná|Matinhos|,South,"-25.766428,-48.538731",99,"$378,763.96 "
10749,house,|Brasil|Paraná|Curitiba|Rebouças|,South,"-25.446154,-49.254105",204,"$189,066.34 "
10750,apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.436501,-49.241051",85,"$172,021.96 "
10751,house,|Brasil|Paraná|São José dos Pinhais|Centro|,South,"-25.54228,-49.202145",188,"$130,437.49 "
10752,apartment,|Brasil|Paraná|Curitiba|Jardim Botânico|,South,"-25.444273,-49.246132",92,"$131,061.59 "
10753,house,|Brasil|Paraná|São José dos Pinhais|Aristocrata|,South,"-25.5412657,-49.217065",158,"$143,543.65 "
10754,apartment,|Brasil|Paraná|São José dos Pinhais|,South,"-25.531321,-49.21545",70,"$107,657.74 "
10755,house,|Brasil|Paraná|São José dos Pinhais|Boneca do Iguaçu|,South,"-25.517023,-49.200554",118,"$143,543.65 "
10756,house,|Brasil|Paraná|São José dos Pinhais|Braga|,South,"-25.562223,-49.202873",62,"$78,012.85 "
10757,apartment,|Brasil|Paraná|São José dos Pinhais|Centro|,South,"-25.539415,-49.200794",100,"$124,820.57 "
