operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Iztapalapa|Distrito Federal|México|,,550000,MXN,545153.65,28984.43,35,56,828.1265714,9821.428571,,,,http://iztapalapa.properati.com.mx/hq7w_venta_casa_iztapalapa
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.402944,-99.199727",1163600,MXN,1153073.71,61305.99,,70,,16622.85714,,,,http://daniel-garza.properati.com.mx/qckl_venta_departamento_daniel-garza_gral-jose-maria-mendivil_13_santiago-luna
sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",3850000,MXN,3815171.81,202842.96,,80,,48125,,,,http://benito-juarez.properati.com.mx/oh00_venta_departamento_benito-juarez_avenida-cuauhtemoc-letran-valle_1142_hmgroup
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.450028,-99.163061",370000,MXN,366652.71,19493.99,,60,,6166.666667,,,,http://cuauhtemoc.properati.com.mx/pxyi_venta_departamento_cuauhtemoc_salvador-diaz-miron_219_lidia-martinez-jimenez_6p2
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3867842,-99.1771664",5456844,MXN,5408762.22,287570.1,99,99,2904.748485,55119.63636,,,,http://benito-juarez.properati.com.mx/p3zx_venta_departamento_benito-juarez_quality-bicofi
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",10200000,MXN,10107727.96,537402.13,,200,,51000,,,,http://bosques-de-las-lomas.properati.com.mx/j08f_venta_departamento_bosques-de-las-lomas_antiguo-camino-a-tecamachalco_0
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",1800000,USD,33855300,1800000,1225,1800,1469.387755,1000,,,,http://miguel-hidalgo-df.properati.com.mx/bke2_venta_casa_miguel-hidalgo
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.305561,-99.171219",3188000,MXN,3159160.48,167964.51,,83,,38409.63855,,,,http://olimpica.properati.com.mx/oxeo_venta_departamento_olimpica_inventario-inmobiliario-8
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.480205,-99.17624",1160000,MXN,1149506.3,61116.32,,55,,21090.90909,,,,http://azcapotzalco.properati.com.mx/mqtb_venta_departamento_azcapotzalco_privada-de-san-sebastian_24_david-a-ortiz
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380937,-99.179545",3160000,MXN,3131413.62,166489.28,,70,,45142.85714,,,,http://benito-juarez.properati.com.mx/pdeh_venta_departamento_benito-juarez_baltimore_76_jorge-ramirez-linares
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1107574375,-86.8535242075",3684600,MXN,3652133.9,194174.65,0,165,,22330.90909,,,,http://cancun.properati.com.mx/pz10_venta_departamento_cancun_jpm-realestate
sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",3850000,MXN,3815171.81,202842.96,3142,224,64.5585487,17187.5,,,,http://cancun.properati.com.mx/b9h8_venta_departamento_cancun
sell,house,|Coyoacán|Distrito Federal|México|,"19.357891,-99.126109",1360000,MXN,1348016.66,71670.61,,158,,8607.594937,,,,http://prado-churubusco.properati.com.mx/rao7_venta_casa_prado-churubusco_orion_0_edith
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.433274,-99.210758",4398100,MXN,4358313.51,231720.42,,304,,14467.43421,,,,http://reforma-social.properati.com.mx/omlf_venta_casa_reforma-social_ave-tecamachalco_10_virginia-reyes
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3668017,-99.1724994",3685600,MXN,3652258.98,194181.3,92,,2110.666304,,,,,http://benito-juarez.properati.com.mx/r7p8_venta_departamento_benito-juarez_marei-bienes-raices
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.362511,-99.166374",3071500,MXN,3044436.15,161864.91,,51,,60225.4902,,,,http://benito-juarez.properati.com.mx/ra5d_venta_departamento_benito-juarez_jorge-trejo_c56
sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",469000,USD,8821186.5,469000,0,390,,1202.564103,2,,,http://cancun.properati.com.mx/c5wj_venta_casa_cancun
sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1784569,MXN,1768425.2,94022.66,,57,,31308.22807,,,,http://benito-juarez.properati.com.mx/obpl_venta_departamento_benito-juarez_inventario-inmobiliario-6
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",7200000,MXN,7134866.79,379342.68,,145,,49655.17241,,,,http://cuauhtemoc.properati.com.mx/pfxj_venta_departamento_cuauhtemoc_inventario-inmobiliario-5
sell,house,|Benito Juárez|Quintana Roo|México|,,2650000,MXN,2626650.09,139652.29,122,196,1144.690902,13520.40816,,,,http://cancun.properati.com.mx/q128_venta_casa_cancun_momentum-realty_ega
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",14500000,MXN,14368828.99,763954.01,0,234,,61965.81197,,,,http://cuajimalpa-de-morelos.properati.com.mx/qz60_venta_departamento_cuajimalpa-de-morelos_spazio-20
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.340117,-99.233395",13950000,MXN,13823804.37,734976.44,,357,,39075.63025,,,,http://tetelpan.properati.com.mx/i967_venta_casa_tetelpan_camino-real-a-tetelpan_1
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.40445,-99.248121",1900000,USD,35736150,1900000,,1024,,1855.46875,,,,http://miguel-hidalgo-df.properati.com.mx/lja9_venta_casa_miguel-hidalgo_ombues_23_carolina-villanueva
sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,,200744,MXN,198975.12,10579,44,44,240.4318182,4562.363636,,,,http://gustavo-a-madero.properati.com.mx/etdi_venta_departamento_gustavo-a-madero
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.463009,-99.131106",1950000,MXN,1932359.71,102738.64,,80,,24375,,,,http://cuauhtemoc.properati.com.mx/pplm_venta_departamento_cuauhtemoc_callejon-felipe-villanueva_14_vision-y-solucion-inmo-ampi
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.4753714,-99.1048072",2340000,MXN,2319381.46,123315.6,140,220,880.8257143,10636.36364,,,,http://gustavo-a-madero.properati.com.mx/om7h_venta_casa_gustavo-a-madero_all-in-1-mexico-real-estate_656
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.2742314,-99.2060262",1850000,MXN,1833264.3,97469.99,0,89,,20786.51685,,,,http://tlalpan.properati.com.mx/n4pv_venta_departamento_tlalpan_circulo-bienes-raices
sell,house,|Iztapalapa|Distrito Federal|México|,,2750000,MXN,2725122.75,144887.83,148,240,978.9718243,11458.33333,,,,http://iztapalapa.properati.com.mx/le0r_venta_casa_iztapalapa_century-21-eden_9zn
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1506025429,-86.8348042667",3400000,MXN,3370041.57,179176.52,149,261,1202.52698,13026.81992,3,,,http://cancun.properati.com.mx/miip_venta_casa_cancun_cancunyou-real-estate
sell,apartment,|Tláhuac|Distrito Federal|México|,"19.302588,-99.048903",570000,MXN,564843.51,30031.29,,62,,9193.548387,,,,http://santa-ana-poniente.properati.com.mx/pj3m_venta_departamento_santa-ana-poniente_amado-nervo_63_javier-perez-rodriguez
sell,house,|Solidaridad|Quintana Roo|México|,"20.6386378471,-87.0738387108",125000,USD,2351062.5,125000,178,60,702.247191,2083.333333,,,,http://playa-del-carmen.properati.com.mx/mh7z_venta_casa_playa-del-carmen_playa-realtors-4-u
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444975,-99.178773",995334,MXN,986329.77,52440.64,,60,,16588.9,,,,http://anahuac-miguel-hidalgo.properati.com.mx/qcmx_venta_departamento_anahuac_calle-laguna-de-san-cristobal_0_edith
sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",2867000,MXN,2841064.17,151052.14,,81,,35395.06173,,,,http://benito-juarez.properati.com.mx/olaz_venta_departamento_benito-juarez_yael-reyes
sell,apartment,|Iztapalapa|Distrito Federal|México|,,536533,MXN,531679.24,28268.03,,80,,6706.6625,,,,http://iztapalapa.properati.com.mx/p6ho_venta_departamento_iztapalapa_plutarco-elias-calles_230_luis-pena
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.342875,-99.222777",2153800,MXN,2134315.97,113476.14,,205,,10506.34146,,,,http://alvaro-obregon.properati.com.mx/qvgs_venta_casa_alvaro-obregon_2a-cda-del-moral_27_fernando-vazquez_act
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.454332,-99.200287",1047000,MXN,1037528.39,55162.74,,75,,13960,,,,http://miguel-hidalgo-df.properati.com.mx/mq74_venta_departamento_miguel-hidalgo_calzada-legaria_203_jose-camacho
sell,apartment,|Benito Juárez|Quintana Roo|México|,,540000,USD,10156590,540000,,250,,2160,,,,http://benito-juarez-quintana-roo.properati.com.mx/iyn4_venta_departamento_benito-juarez
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.372684,-99.183678",3150000,MXN,3121504.17,165962.42,,88,,35795.45455,,,,http://benito-juarez.properati.com.mx/ojqg_venta_departamento_benito-juarez_yessenia-torres
sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.478582,-99.070236",1243006,MXN,1232053.42,65505.14,,89,,13966.35955,,,,http://gustavo-a-madero.properati.com.mx/r9zw_venta_casa_gustavo-a-madero_volcan-de-santa-maria_jorge-ramirez-linares
sell,house,|Benito Juárez|Quintana Roo|México|,"21.1112458651,-86.8437480927",5900000,MXN,5846626.92,310850.25,300,434,1036.1675,13594.47005,3,,,http://cancun.properati.com.mx/gspk_venta_casa_cancun
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",1380000,MXN,1367516,72707.34,,42,,32857.14286,,,,http://cuauhtemoc.properati.com.mx/pe5s_venta_departamento_cuauhtemoc_inventario-inmobiliario-7
sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",4200000,MXN,4162992.51,221335.7,300,300,737.7856667,14000,2,,,http://cancun.properati.com.mx/c6r1_venta_casa_cancun
sell,store,|Cuauhtémoc|Distrito Federal|México|,"19.438125,-99.130295",800000,MXN,792950.93,42159.18,,65,,12307.69231,,,,http://cuauhtemoc.properati.com.mx/qw9a_venta_local_cuauhtemoc_republica-de-colombia_51_patricia-macias
sell,apartment,|Benito Juárez|Distrito Federal|México|,,6019205,MXN,5966168.11,317205.95,186,130,1705.408333,46301.57692,,,,http://benito-juarez.properati.com.mx/giql_venta_departamento_benito-juarez
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",6410000,MXN,6352013.39,337720.36,,135,,47481.48148,,,,http://miguel-hidalgo-df.properati.com.mx/p8fq_venta_departamento_miguel-hidalgo_inventario-inmobiliario-5
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",3863530,MXN,3828579.45,203555.81,,101,,38252.77228,,,,http://benito-juarez.properati.com.mx/oxhe_venta_departamento_benito-juarez_inventario-inmobiliario-8
sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1710000,MXN,1694530.74,90093.88,,578,,2958.477509,,,,http://benito-juarez.properati.com.mx/p1wm_venta_departamento_benito-juarez_jose-maria-linares_0_alberto-carrillo-mendez
sell,apartment,|Coyoacán|Distrito Federal|México|,"19.328705,-99.164986",930000,MXN,921586.78,48998.42,,55,,16909.09091,,,,http://pedregal-de-santo-domingo.properati.com.mx/q4zn_venta_departamento_pedregal-de-santo-domingo_pipizahuac_23_santiago-luna
sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",12500000,MXN,12389859,658737.22,373,420,1766.051528,29761.90476,2,,,http://miguel-hidalgo-df.properati.com.mx/h03u_venta_casa_miguel-hidalgo
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.383364,-99.168089",2460666,MXN,2438984.33,129674.58,,113,,21775.80531,,,,http://benito-juarez.properati.com.mx/r5c4_venta_departamento_benito-juarez_av-coyoacan_1_remate-bancario_e2b
sell,store,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",289500,USD,5445060.75,289500,,93,,3112.903226,,,,http://playa-del-carmen-centro.properati.com.mx/ocev_venta_local_playa-del-carmen-centro_project-4-life
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1007000,MXN,997890.23,53055.28,,52,,19365.38462,,,,http://agricultura.properati.com.mx/on50_venta_departamento_agricultura_daniel-delgadillo_molen
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4366635,-99.193057",16250000,MXN,16106816.77,856358.39,0,165,,98484.84848,,,,http://miguel-hidalgo-df.properati.com.mx/m478_venta_departamento_miguel-hidalgo_redhabitat-servicios-inmobiliarios-profesionales-s-a-de-c-v
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.289253,-99.185478",3750000,MXN,3716076.4,197574.31,,107,,35046.72897,,,,http://miguel-hidalgo-df.properati.com.mx/ptwb_venta_departamento_miguel-hidalgo_cuauhtemoc_0_alejandra-bonifacio-munoz
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,4609900,MXN,4568197.57,242879.42,,130,,35460.76923,,,,http://san-jeronimo-aculco.properati.com.mx/oc6w_venta_departamento_san-jeronimo-aculco_inventario-inmobiliario-7
sell,house,|Álvaro Obregón|Distrito Federal|México|,,4600000,MXN,4558387.05,242357.82,,350,,13142.85714,,,,http://alvaro-obregon.properati.com.mx/lkyo_venta_casa_alvaro-obregon_carretera-al-desierto-de-los-leones_5909_alejandra-hernandez
sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3635891,-99.2785151",15500000,MXN,15359782.65,816640.49,280,,2916.573179,,,3,,http://cumbres-reforma.properati.com.mx/kxyp_venta_departamento_cumbres-reforma_livemexico
sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",139000,USD,2614381.5,139000,0,60,,2316.666667,,,,http://playa-del-carmen-centro.properati.com.mx/ln8y_venta_departamento_playa-del-carmen-centro_village-bienes-raices
sell,house,|Benito Juárez|Distrito Federal|México|,"19.399375,-99.149986",4688000,MXN,4645590.97,246994.23,,160,,29300,,,,http://benito-juarez.properati.com.mx/o9qu_venta_casa_benito-juarez_monte-alban_0_gabriela-vega
sell,house,|Iztapalapa|Distrito Federal|México|,,3300000,MXN,3270147.18,173865.39,,200,,16500,,,,http://casa-blanca.properati.com.mx/ii3g_venta_casa_casa-blanca
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",13000000,MXN,12882398.32,684924.28,0,227,,57268.72247,,,,http://alvaro-obregon.properati.com.mx/g5hw_venta_departamento_alvaro-obregon
sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.357402,-99.181898",33000000,MXN,32701473,1738653.96,,707,,46676.09618,,,,http://florida.properati.com.mx/p24c_venta_casa_florida_lilia-nelly-garcia-de-funes
sell,house,|Xochimilco|Distrito Federal|México|,"19.281635,-99.132405",4454000,MXN,4413707.74,234665.59,,320,,13918.75,,,,http://xochimilco.properati.com.mx/o9np_venta_casa_xochimilco_rincon-la-laguna_0_ing-sanchez
sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.436847,-99.140049",1180000,MXN,1169325.38,62170.05,,80,,14750,,,,http://cuauhtemoc.properati.com.mx/m5rl_venta_departamento_cuauhtemoc_donceles_0_santiago-luna
sell,house,|Coyoacán|Distrito Federal|México|,"19.347521,-99.169009",6688666,MXN,6628158.47,352402.29,,110,,60806.05455,,,,http://villa-coyoacan.properati.com.mx/nics_venta_casa_villa-coyoacan_prol-ayuntamiento_0_ivan-andres
sell,apartment,|Tlalpan|Distrito Federal|México|,"19.287188,-99.170525",1300000,MXN,1288239.68,68492.42,,50,,26000,,,,http://miguel-hidalgo-tlalpan.properati.com.mx/plcl_venta_departamento_miguel-hidalgo_inventario-inmobiliario-7
sell,house,|Coyoacán|Distrito Federal|México|,"19.301955,-99.14356",2700000,MXN,2675574.95,142253.5,,140,,19285.71429,,,,http://coyoacan.properati.com.mx/p5vo_venta_casa_coyoacan_alejandro-hernandez_e1z
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.431357,-99.204638",9500000,MXN,9414060.32,500521.59,,238,,39915.96639,,,,http://miguel-hidalgo-df.properati.com.mx/nxpm_venta_departamento_miguel-hidalgo_george-bernard-shaw_alberto-cervantes_7kx
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1443000,USD,27140665.5,1443000,,,,,,2,,http://miguel-hidalgo-df.properati.com.mx/nsbj_venta_departamento_miguel-hidalgo_alfa-inmobiliaria-zubiandi_de2
sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.397983,-99.146696",1635000,MXN,1620209.33,86142.4,,69,,23695.65217,,,,http://benito-juarez.properati.com.mx/o0wp_venta_departamento_benito-juarez_casas-grandes_93_alejandro-ramirez-santiago_bq6
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",650000,USD,12225525,650000,0,420,,1547.619048,,,,http://miguel-hidalgo-df.properati.com.mx/esg6_venta_departamento_miguel-hidalgo
sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4258012771,-99.0598583221",637000,MXN,631237.52,33561.29,65,,516.3275385,,,2,,http://venustiano-carranza.properati.com.mx/m8jq_venta_departamento_venustiano-carranza_portafolios-hipotecarios_7if
sell,apartment,|Iztacalco|Distrito Federal|México|,,885112,MXN,877104.86,46633.43,,64,,13829.875,,,,http://iztacalco.properati.com.mx/o9wn_venta_departamento_iztacalco_jorge-trejo_c56
sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.4828871,-99.1819451",560000,MXN,555065.54,29511.42,58,58,508.8175862,9655.172414,,,,http://azcapotzalco.properati.com.mx/ob00_venta_departamento_azcapotzalco_all-in-1-mexico-real-estate_656
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.367424,-99.200287",1600000,MXN,1585525.89,84298.37,,114,,14035.08772,,,,http://lomas-de-plateros.properati.com.mx/nj84_venta_departamento_lomas-de-plateros_andrea-torres_d8r
sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",9403995,MXN,9318923.92,495463.43,,288,,32652.76042,,,,http://miguel-hidalgo-df.properati.com.mx/ja2s_venta_departamento_miguel-hidalgo
sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3773693,-99.198052",2150000,MXN,2130550.51,113275.94,0,58,,37068.96552,,,,http://alvaro-obregon.properati.com.mx/ltv9_venta_departamento_alvaro-obregon_century-21-eden_9zn
